Product_ID,Product_Name,Brand,Category,Car_Model,Year_Compatibility,Cost_Price_USD,Sales_Price_USD,Stock_Level,Country_of_Origin,Supplier_Code,Warranty_Months,Weight_kg,Discontinued,Date_Added,Performance_Tier,Last_Updated
TRN-1910-4489,Kansai Service Shift Knob Weighted (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Kansai Service,Transmission & Drivetrain,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,847.98,1154.07,76,Japan,SUP-KAN-ZUZ,24,2,FALSE,10/17/2019,Standard,12/4/2024
BRK-2001-4468,HKS Brake Cooling Ducts (Nissan Skyline R32 GT-R),HKS,Brakes & Rotors,Nissan Skyline R32 GT-R,1989–1994,934.61,1282.36,26,Japan,SUP-HKS-F54,12,11.91,FALSE,1/13/2020,Standard,4/17/2024
ENG-1703-5992,Cusco ECU Tuning Module (Mitsubishi Lancer Evolution VIII/IX),Cusco,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,3021.82,4444.75,21,Japan,SUP-CUS-2FK,0,6.61,FALSE,3/27/2017,Standard,7-Jul-24
EXH-2509-1952,OS Giken Intake Air Filter Kit (Nissan Skyline R34 GT-R),OS Giken,Exhaust & Intake,Nissan Skyline R34 GT-R,1999–2002,1809.39,2214.16,21,Japan,SUP-OSG-3VO,6,16.32,FALSE,9/11/2025,Premium,20241202
ENG-2107-1280,TEIN ECU Tuning Module (Nissan Skyline R32 GT-R),TEIN,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,2626.46,3634.84,3,Japan,SUP-TEI-SAY,12,22.85,FALSE,7/8/2021,Standard,14-Dec-24
EXH-2509-7722,HKS Cold Air Intake (Toyota Supra JZA80),HKS,Exhaust & Intake,Toyota Supra JZA80,1993–2002,2436.98,3022.51,6,Japan,SUP-HKS-KOE,12,6.94,FALSE,9/4/2025,Premium,21-May-24
TRN-2402-2754,Mugen Limited Slip Differential (Nissan Silvia S15),Mugen,Transmission & Drivetrain,Nissan Silvia S15,1999–2002,478.41,634.26,10,Japan,SUP-MUG-4KO,12,6.88,FALSE,2/16/2024,Standard,12-Aug-24
SUS-2006-9907,HKS Control Arm Set (Honda Civic Type R (FK8)),HKS,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,712.53,939.39,77,Japan,SUP-HKS-S3G,12,5.17,FALSE,6/8/2020,Standard,20240712
EXH-2210-9742,OS Giken Titanium Muffler (Toyota 86 / Subaru BRZ (ZN6/ZC6)),OS Giken,Exhaust & Intake,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1928.9,2534.19,10,Japan,SUP-OSG-DX6,12,16.55,TRUE,10/31/2022,Premium,16/06/2024
TRN-2409-6337,Mugen Limited Slip Differential (Subaru Impreza WRX/STI (GD)),Mugen,Transmission & Drivetrain,Subaru Impreza WRX/STI (GD),2001–2007,840.06,1057.68,1,Japan,SUP-MUG-HSW,12,17.57,FALSE,9/29/2024,Standard,20240219
SUS-2104-7703,Apexi Coilover Kit (Subaru Impreza WRX/STI (GD)),Apexi,Suspension & Handling,Subaru Impreza WRX/STI (GD),2001–2007,812.69,1127.02,6,Japan,SUP-APE-00G,6,15.21,FALSE,4/2/2021,Standard,9/7/2024
SUS-2502-4756,TEIN Lower Arm Bar (Mitsubishi Lancer Evolution VIII/IX),TEIN,Suspension & Handling,Mitsubishi Lancer Evolution VIII/IX,2003–2007,870.4,1056.39,12,Japan,SUP-TEI-WTY,12,16.31,TRUE,2/13/2025,Premium,27/11/2024
EXH-2110-7325,GReddy Front Pipe (Honda Civic Type R (FK8)),GReddy,Exhaust & Intake,Honda Civic Type R (FK8),2017–2021,936.23,1279.28,60,Japan,SUP-GRE-Z71,0,17.83,FALSE,10/16/2021,Standard,2/21/2024
ENG-2006-1669,Tomei Camshaft Set (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Tomei,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,627.93,855.09,58,Japan,SUP-TOM-FY7,0,20.59,FALSE,6/10/2020,Standard,20241222
BRK-1909-5914,NISMO 2-Piece Rotor Pair (Nissan Silvia S15),NISMO,Brakes & Rotors,Nissan Silvia S15,1999–2002,1143.83,1654.21,43,Japan,SUP-NIS-833,12,6.3,FALSE,9/4/2019,Premium,13/01/2024
ENG-1806-7324,GReddy Oil Cooler Kit (Honda Civic Type R (FK8)),GReddy,Engine & Performance,Honda Civic Type R (FK8),2017–2021,3333.88,4227.12,24,Japan,SUP-GRE-W65,12,10.04,FALSE,6/6/2018,Premium,5/3/2024
ENG-2409-6819,Koyo Boost Controller (Mazda RX-7 FD3S),Koyo,Engine & Performance,Mazda RX-7 FD3S,1992–2002,1239.68,1452.25,12,Japan,SUP-KOY-O70,12,2.29,FALSE,9/24/2024,Budget,19-Apr-24
ENG-1704-9190,Fujitsubo Fuel Injector Kit (Honda Civic Type R (EK9)),Fujitsubo,Engine & Performance,Honda Civic Type R (EK9),1997–2000,407.24,618.08,18,Japan,SUP-FUJ-KHY,12,7.43,FALSE,4/26/2017,Premium,17-Jul-24
SUS-2112-2431,Bride Control Arm Set (Nissan Skyline R34 GT-R),Bride,Suspension & Handling,Nissan Skyline R34 GT-R,1999–2002,302.32,405.07,18,Japan,SUP-BRI-3Z6,12,18.53,FALSE,12/5/2021,Standard,27/02/2024
BRK-1805-6030,Project Mu Pad Wear Sensor (Toyota Supra JZA80),Project Mu,Brakes & Rotors,Toyota Supra JZA80,1993–2002,785.7,1016.6,24,Japan,SUP-PRO-A88,12,16.57,FALSE,5/28/2018,Standard,11/5/2024
ENG-1901-1961,Apexi Camshaft Set (Honda Civic Type R (FK8)),Apexi,Engine & Performance,Honda Civic Type R (FK8),2017–2021,490.21,645.71,5,Japan,SUP-APE-N7K,12,24.87,FALSE,1/14/2019,Standard,20240616
EXT-2510-4020,Mugen Side Skirt Pair (Mitsubishi Lancer Evolution VIII/IX),Mugen,Exterior & Aerodynamics,Mitsubishi Lancer Evolution VIII/IX,2003–2007,994.22,1583.67,2,Japan,SUP-MUG-1KO,12,12.9,FALSE,10/21/2025,Standard,6/19/2024
TRN-2201-2656,Project Mu Axle Upgrade Kit (Nissan Skyline R32 GT-R),Project Mu,Transmission & Drivetrain,Nissan Skyline R32 GT-R,1989–1994,1830.65,2210.59,161,Japan,SUP-PRO-B5M,0,16.35,FALSE,1/6/2022,Premium,13-Nov-24
ENG-2507-3160,Cusco Turbocharger Kit (Nissan Skyline R32 GT-R),Cusco,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,3047.02,4604.11,1,Japan,SUP-CUS-1K9,6,15.5,FALSE,7/14/2025,Premium,20240910
ENG-1812-9999,Bride Head Gasket Kit (Nissan Skyline R33 GT-R),Bride,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,3753.87,4823.38,24,Japan,SUP-BRI-HVD,12,22.85,FALSE,12/11/2018,Premium,8/21/2024
TRN-2407-9890,Kansai Service Clutch Master Cylinder (Nissan Skyline R33 GT-R),Kansai Service,Transmission & Drivetrain,Nissan Skyline R33 GT-R,1995–1998,151.55,214.95,57,Japan,SUP-KAN-2QL,12,8.24,FALSE,7/30/2024,Standard,23-Feb-24
SUS-2402-8726,Tomei Camber Kit (Toyota Supra JZA80),Tomei,Suspension & Handling,Toyota Supra JZA80,1993–2002,945.23,1269.31,134,Japan,SUP-TOM-A6S,24,16.43,FALSE,2/26/2024,Standard,10-Jul-24
SUS-2512-2817,Endless Coilover Kit (Nissan Silvia S15),Endless,Suspension & Handling,Nissan Silvia S15,1999–2002,961.44,1236.89,20,Japan,SUP-END-2KS,12,7.18,FALSE,12/14/2025,Standard,23/08/2024
SUS-2510-3714,Apexi Toe Control Arms (Subaru Impreza WRX/STI (GD)),Apexi,Suspension & Handling,Subaru Impreza WRX/STI (GD),2001–2007,621.82,948.27,11,Japan,SUP-APE-48A,12,6.15,FALSE,10/7/2025,Standard,4-Oct-24
EXH-2004-6883,Apexi Cold Air Intake (Honda Civic Type R (FK8)),Apexi,Exhaust & Intake,Honda Civic Type R (FK8),2017–2021,1274.34,1875.18,74,Japan,SUP-APE-LZU,6,15.04,FALSE,4/7/2020,Standard,20240402
SUS-2212-2280,Koyo Chassis Brace Kit (Subaru Impreza WRX/STI (GD)),Koyo,Suspension & Handling,Subaru Impreza WRX/STI (GD),2001–2007,577.37,867.03,27,Japan,SUP-KOY-WG6,12,17.8,FALSE,12/22/2022,Budget,8/11/2024
EXT-2203-6623,Endless Tow Hook (Nissan Silvia S15),Endless,Exterior & Aerodynamics,Nissan Silvia S15,1999–2002,1214.47,1676.34,9,Japan,SUP-END-Y3X,0,14.37,FALSE,3/13/2022,Standard,15/08/2024
ENG-2010-8682,Tomei Fuel Injector Kit (Toyota Supra JZA80),Tomei,Engine & Performance,Toyota Supra JZA80,1993–2002,1738.17,2440.71,9,Japan,SUP-TOM-XH5,12,6.72,FALSE,10/20/2020,Premium,4-Dec-24
EXH-2308-6031,TEIN Intake Air Filter Kit (Toyota Supra JZA80),TEIN,Exhaust & Intake,Toyota Supra JZA80,1993–2002,659.06,992.92,17,Japan,SUP-TEI-32H,6,16.02,FALSE,8/27/2023,Premium,5/16/2024
BRK-1810-5299,GReddy Stainless Brake Lines (Nissan Skyline R34 GT-R),GReddy,Brakes & Rotors,Nissan Skyline R34 GT-R,1999–2002,632.56,843.79,11,Japan,SUP-GRE-NKL,12,16.68,FALSE,10/25/2018,Budget,24/01/2024
ENG-2511-2306,GReddy Turbocharger Kit (Subaru Impreza WRX/STI (GD)),GReddy,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,2497.53,3378.42,29,Japan,SUP-GRE-FGO,0,14.45,FALSE,11/3/2025,Standard,2/13/2024
TRN-1712-5972,TANABE Clutch Master Cylinder (Toyota Supra JZA80),TANABE,Transmission & Drivetrain,Toyota Supra JZA80,1993–2002,1395.31,1995.21,10,Japan,SUP-TAN-KQ1,24,6.29,FALSE,12/21/2017,Standard,11/26/2024
ENG-2505-4314,Kansai Service Fuel Injector Kit (Subaru Impreza WRX/STI (GD)),Kansai Service,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,3122.01,4047.86,0,Japan,SUP-KAN-S1W,24,21.62,FALSE,5/13/2025,Standard,16/02/2024
SUS-2305-8698,Apexi Camber Kit (Honda Civic Type R (EK9)),Apexi,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,1172.33,1517.42,122,Japan,SUP-APE-XLM,12,14.57,FALSE,5/11/2023,Standard,7-Jun-24
ENG-1904-7289,GReddy Pistons Forged Set (Nissan Silvia S15),GReddy,,Nissan Silvia S15,1999–2002,816.7,1019.65,22,Japan,SUP-GRE-5S6,6,20.12,FALSE,4/28/2019,Premium,9-Dec-24
TRN-2206-7378,TANABE Short Shifter (Honda Civic Type R (FK8)),TANABE,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,2348.54,3423.84,15,Japan,SUP-TAN-U6L,12,5.94,FALSE,6/25/2022,Premium,27/08/2024
SUS-1803-6002,HKS Control Arm Set (Nissan Skyline R32 GT-R),HKS,Suspension & Handling,Nissan Skyline R32 GT-R,1989–1994,270.96,331.69,13,Japan,SUP-HKS-FFO,12,15.96,FALSE,3/28/2018,Budget,20241204
TRN-1812-8054,GReddy Limited Slip Differential (Honda Civic Type R (EK9)),GReddy,Transmission & Drivetrain,Honda Civic Type R (EK9),1997–2000,598.73,793.18,199,Japan,SUP-GRE-C5L,12,1.57,FALSE,12/8/2018,Standard,4/26/2024
EXT-1906-9636,Mugen Rear Diffuser (Honda Civic Type R (EK9)),Mugen,Exterior & Aerodynamics,Honda Civic Type R (EK9),1997–2000,249.09,389.99,11,Japan,SUP-MUG-6OK,6,11.06,FALSE,6/28/2019,Premium,20240115
TRN-2106-4087,OS Giken Gear Set (Nissan Skyline R33 GT-R),OS Giken,Transmission & Drivetrain,Nissan Skyline R33 GT-R,1995–1998,2600.36,3730.45,12,Thailand,SUP-OSG-Q6J,12,13.72,FALSE,6/17/2021,Premium,11/21/2024
ENG-2406-1433,Mugen Fuel Injector Kit (Mazda RX-7 FD3S),Mugen,Engine & Performance,Mazda RX-7 FD3S,1992–2002,364.02,531.27,81,Japan,SUP-MUG-OV9,24,11.68,FALSE,6/17/2024,Standard,14-Jun-24
EXH-2206-2241,Fujitsubo Cat-Back Exhaust (Nissan Skyline R32 GT-R),Fujitsubo,Exhaust & Intake,Nissan Skyline R32 GT-R,1989–1994,1197.72,1613.96,9,Japan,SUP-FUJ-2B6,0,14.65,FALSE,6/14/2022,Standard,20-Aug-24
ENG-2505-8257,Tomei Oil Pump High-Flow (Nissan Skyline R33 GT-R),Tomei,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,2926.39,3644.33,8,Japan,SUP-TOM-NAD,6,17.57,FALSE,5/15/2025,Standard,20240324
ENG-2205-6000,RAYS Boost Controller (Nissan Skyline R32 GT-R),RAYS,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,2522.17,3622.03,62,Japan,SUP-RAY-6O9,6,21.17,TRUE,5/3/2022,Standard,20241006
SUS-2204-3503,Cusco Control Arm Set (Mazda RX-7 FD3S),Cusco,Suspension & Handling,Mazda RX-7 FD3S,1992–2002,444.8,632.77,41,Japan,SUP-CUS-47W,0,4.78,FALSE,4/12/2022,Premium,21-Dec-24
EXH-2506-2561,RAYS Cat-Back Exhaust (Subaru Impreza WRX/STI (GD)),RAYS,Exhaust & Intake,Subaru Impreza WRX/STI (GD),2001–2007,1450.35,2451.08,1,Japan,SUP-RAY-F0I,12,6.52,TRUE,6/4/2025,Standard,4/15/2024
SUS-2207-5604,Fujitsubo Control Arm Set (Toyota Supra JZA80),Fujitsubo,Suspension & Handling,Toyota Supra JZA80,1993–2002,1212.42,1739.07,23,Japan,SUP-FUJ-GY9,0,19.23,FALSE,7/31/2022,Standard,6/6/2024
ENG-2311-8017,RAYS Camshaft Set (Mitsubishi Lancer Evolution VIII/IX),RAYS,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,779.37,935.07,21,Japan,SUP-RAY-PPP,12,12.13,FALSE,11/22/2023,Standard,6-Jan-24
BRK-2509-8827,Spoon 2-Piece Rotor Pair (Honda Civic Type R (FK8)),Spoon,Brakes & Rotors,Honda Civic Type R (FK8),2017–2021,1228.73,1495.06,26,Japan,SUP-SPO-FU2,12,11.19,FALSE,9/26/2025,Budget,10/9/2024
ENG-1807-2288,TEIN Head Gasket Kit (Mitsubishi Lancer Evolution VIII/IX),TEIN,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,2228.08,3456.24,24,Japan,SUP-TEI-1YM,6,21.94,FALSE,7/21/2018,Premium,14/05/2024
ENG-2311-8135,OS Giken Pistons Forged Set (Nissan Skyline R33 GT-R),OS Giken,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,2044.36,2614.12,75,Japan,SUP-OSG-I76,12,2.9,FALSE,11/4/2023,Standard,13-Dec-24
ENG-2211-2277,Tomei Head Gasket Kit (Honda Civic Type R (FK8)),Tomei,Engine & Performance,Honda Civic Type R (FK8),2017–2021,523.36,840.52,16,Japan,SUP-TOM-WW4,12,14.28,FALSE,11/18/2022,Premium,20240102
SUS-1909-1772,Bride Chassis Brace Kit (Nissan Silvia S15),Bride,Suspension & Handling,Nissan Silvia S15,1999–2002,933.03,1293.25,13,Japan,SUP-BRI-WCN,12,12.16,TRUE,9/25/2019,Premium,5/11/2024
SUS-1811-3850,RAYS Coilover Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),RAYS,Suspension & Handling,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,223.5,290.56,6,Japan,SUP-RAY-2IJ,12,5.37,FALSE,11/26/2018,Budget,16-Oct-24
TRN-2009-8919,TEIN Lightweight Flywheel (Toyota Supra JZA80),TEIN,Transmission & Drivetrain,Toyota Supra JZA80,1993–2002,735.97,1116.51,24,Japan,SUP-TEI-M7O,0,12.23,FALSE,9/17/2020,Standard,4-Apr-24
SUS-1805-7726,Endless Camber Kit (Toyota Supra JZA80),Endless,Suspension & Handling,Toyota Supra JZA80,1993–2002,341.18,452.52,24,Japan,SUP-END-8YN,0,8.9,FALSE,5/31/2018,Standard,10/10/2024
TRN-2104-9817,Koyo Clutch Master Cylinder (Mazda RX-7 FD3S),Koyo,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,2115.96,2764.6,12,Japan,SUP-KOY-K8P,12,12.24,FALSE,4/2/2021,Premium,20240623
EXH-1702-6749,Mugen Cat-Back Exhaust (Honda Civic Type R (EK9)),Mugen,Exhaust & Intake,Honda Civic Type R (EK9),1997–2000,262.96,374,11,Japan,SUP-MUG-3AD,12,5.46,FALSE,2/4/2017,Standard,20240805
TRN-1902-2380,Fujitsubo Shift Knob Weighted (Nissan Skyline R32 GT-R),Fujitsubo,Transmission & Drivetrain,Nissan Skyline R32 GT-R,1989–1994,1196.78,1775.02,15,Japan,SUP-FUJ-6X8,0,10.58,FALSE,2/21/2019,Premium,22-Jan-24
SUS-1710-7284,OS Giken Lower Arm Bar (Nissan Skyline R34 GT-R),OS Giken,Suspension & Handling,Nissan Skyline R34 GT-R,1999–2002,1024.9,1374.89,75,Japan,SUP-OSG-6NH,12,19.13,FALSE,10/12/2017,Premium,9/2/2024
SUS-2209-5026,Endless Toe Control Arms (Honda Civic Type R (EK9)),Endless,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,904.32,1167.53,1,Japan,SUP-END-5G2,12,7.71,FALSE,9/2/2022,Standard,20/03/2024
TRN-1905-9408,RAYS Transmission Mounts (Subaru Impreza WRX/STI (GD)),RAYS,Transmission & Drivetrain,Subaru Impreza WRX/STI (GD),2001–2007,704.88,989.63,2,Japan,SUP-RAY-YPW,12,17.07,FALSE,5/3/2019,Budget,9/9/2024
SUS-2107-2240,Cusco Stabilizer Sway Bar (Nissan Skyline R34 GT-R),Cusco,Suspension & Handling,Nissan Skyline R34 GT-R,1999–2002,868.18,1171.74,12,Japan,SUP-CUS-NJT,12,19.72,FALSE,7/3/2021,Standard,5/7/2024
EXH-2103-6869,OS Giken Titanium Muffler (Mitsubishi Lancer Evolution VIII/IX),OS Giken,Exhaust & Intake,Mitsubishi Lancer Evolution VIII/IX,2003–2007,523.03,602.97,34,Japan,SUP-OSG-6PK,6,11.6,FALSE,3/5/2021,Premium,20/10/2024
BRK-2111-3445,Fujitsubo Brake Master Cylinder (Nissan Skyline R34 GT-R),Fujitsubo,Brakes & Rotors,Nissan Skyline R34 GT-R,1999–2002,965.92,1392.24,76,Japan,SUP-FUJ-D95,12,10.39,FALSE,11/28/2021,Premium,1/11/2024
ENG-2201-6277,TEIN Pistons Forged Set (Mazda RX-7 FD3S),TEIN,Engine & Performance,Mazda RX-7 FD3S,1992–2002,1393.41,1850.14,62,Japan,SUP-TEI-Z2R,12,22.93,FALSE,1/4/2022,Premium,9/9/2024
EXT-1801-5567,Cusco Tow Hook (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Cusco,Exterior & Aerodynamics,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,883.68,1339.08,17,Japan,SUP-CUS-RBT,0,11.38,FALSE,1/20/2018,Budget,10/13/2024
ENG-1903-3674,Kansai Service Camshaft Set (Nissan Silvia S15),Kansai Service,Engine & Performance,Nissan Silvia S15,1999–2002,803.82,1205.53,21,Japan,SUP-KAN-V09,12,3.98,TRUE,3/31/2019,Standard,20240503
SUS-2012-2895,Endless Chassis Brace Kit (Honda Civic Type R (FK8)),Endless,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,1667.62,2254.63,24,Japan,SUP-END-4JX,12,12.69,FALSE,12/14/2020,Premium,5/6/2024
ENG-2511-7150,Mugen Boost Controller (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Mugen,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,2621.33,3876.87,2,Japan,SUP-MUG-WML,12,11.31,FALSE,11/7/2025,Standard,20241122
ENG-2507-5041,Bride Pistons Forged Set (Honda Civic Type R (EK9)),Bride,Engine & Performance,Honda Civic Type R (EK9),1997–2000,2768.03,3738.44,18,Japan,SUP-BRI-E85,24,6.91,FALSE,7/2/2025,Budget,4-Mar-24
SUS-2109-2325,RAYS Camber Kit (Toyota Supra JZA80),RAYS,Suspension & Handling,Toyota Supra JZA80,1993–2002,1124.92,1495.89,22,Japan,SUP-RAY-6I3,24,10.73,FALSE,9/30/2021,Standard,1-May-24
ENG-2110-7247,TEIN Pistons Forged Set (Nissan Silvia S15),TEIN,Engine & Performance,Nissan Silvia S15,1999–2002,2003.48,3028.06,7,Japan,SUP-TEI-Y2C,12,21.35,FALSE,10/7/2021,Budget,9/27/2024
ENG-2502-8283,Endless Head Gasket Kit (Mazda RX-7 FD3S),Endless,Engine & Performance,Mazda RX-7 FD3S,1992–2002,1612.77,2195.85,6,Japan,SUP-END-FXR,12,14.01,FALSE,2/18/2025,Premium,20240619
ENG-1704-1118,Kansai Service Turbocharger Kit (Mitsubishi Lancer Evolution VIII/IX),Kansai Service,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,3004.37,3934.38,6,Japan,SUP-KAN-CUC,12,8.12,FALSE,4/15/2017,Premium,17/12/2024
ENG-1702-6101,Bride Pistons Forged Set (Honda Civic Type R (EK9)),Bride,Engine & Performance,Honda Civic Type R (EK9),1997–2000,2139.28,2933.5,0,Japan,SUP-BRI-BEI,12,23.34,FALSE,2/8/2017,Standard,16-Dec-24
BRK-1902-9438,Fujitsubo Rear Drum-to-Disc Conversion (Nissan Skyline R34 GT-R),Fujitsubo,Brakes & Rotors,Nissan Skyline R34 GT-R,1999–2002,1032.72,1365.88,1,Japan,SUP-FUJ-UR1,24,8.49,FALSE,2/1/2019,Standard,2/11/2024
ENG-2112-9876,NISMO Camshaft Set (Toyota Supra JZA80),NISMO,Engine & Performance,Toyota Supra JZA80,1993–2002,2611.18,3486.81,17,Japan,SUP-NIS-GEL,12,15.91,FALSE,12/5/2021,Standard,20240109
SUS-1702-8637,Mugen Subframe Reinforcement (Subaru Impreza WRX/STI (GD)),Mugen,Suspension & Handling,Subaru Impreza WRX/STI (GD),2001–2007,332.01,559.23,17,Thailand,SUP-MUG-5WS,0,3.56,FALSE,2/22/2017,Budget,20240117
ENG-2206-3800,GReddy Fuel Injector Kit (Mitsubishi Lancer Evolution VIII/IX),GReddy,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1872.53,2124.4,37,Japan,SUP-GRE-Z1B,12,21.83,FALSE,6/14/2022,Standard,4/23/2024
EXT-2312-3648,Apexi Tow Hook (Honda Civic Type R (EK9)),Apexi,Exterior & Aerodynamics,Honda Civic Type R (EK9),1997–2000,860.97,1146.92,7,Japan,SUP-APE-1FP,6,3.77,FALSE,12/26/2023,Standard,6/1/2024
SUS-2304-9374,Tomei Chassis Brace Kit (Mazda RX-7 FD3S),Tomei,Suspension & Handling,Mazda RX-7 FD3S,1992–2002,1228.98,1529.25,28,Japan,SUP-TOM-70U,0,5.71,FALSE,4/12/2023,Standard,16-Jun-24
ENG-2306-4438,Tomei Oil Pump High-Flow (Nissan Skyline R32 GT-R),Tomei,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,2047.7,2528.16,15,Japan,SUP-TOM-KS1,12,13.54,TRUE,6/21/2023,Standard,15-Jul-24
TRN-2203-5622,HKS Transmission Mounts (Toyota 86 / Subaru BRZ (ZN6/ZC6)),HKS,Transmission & Drivetrain,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1539.73,1854.49,130,Japan,SUP-HKS-K4O,12,19.73,FALSE,3/7/2022,Premium,9/2/2024
TRN-2204-3493,Mugen Axle Upgrade Kit (Honda Civic Type R (FK8)),Mugen,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,1050.51,1367.8,56,Japan,SUP-MUG-GYN,12,8.18,FALSE,4/11/2022,Premium,23-Oct-24
ENG-2409-3613,TEIN Pistons Forged Set (Honda Civic Type R (FK8)),TEIN,Engine & Performance,Honda Civic Type R (FK8),2017–2021,466.36,625.16,21,Japan,SUP-TEI-29I,12,10.99,FALSE,9/16/2024,Budget,20241220
BRK-2512-2943,Endless Monoblock Caliper Kit (Honda Civic Type R (EK9)),Endless,Brakes & Rotors,Honda Civic Type R (EK9),1997–2000,211.26,327.64,10,Japan,SUP-END-02N,12,14.76,FALSE,12/12/2025,Standard,20241014
ENG-1804-8901,Tomei Intercooler Kit (Nissan Skyline R33 GT-R),Tomei,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1350.01,1728.32,16,Japan,SUP-TOM-NQ0,6,15.5,FALSE,4/19/2018,Standard,10/25/2024
SUS-2107-6640,GReddy Strut Bar Front (Toyota Supra JZA80),GReddy,Suspension & Handling,Toyota Supra JZA80,1993–2002,1175.89,1500.26,6,Japan,SUP-GRE-14W,12,5.96,FALSE,7/24/2021,Budget,20240816
EXT-2415-4785,Bride Side Skirt Pair (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Bride,Exterior & Aerodynamics,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,379.65,525.5,11,Japan,SUP-BRI-SLJ,12,14.55,FALSE,5/27/2024,Budget,20241122
BRK-1806-5259,NISMO Stainless Brake Lines (Nissan Skyline R32 GT-R),NISMO,Brakes & Rotors,Nissan Skyline R32 GT-R,1989–1994,979.12,1238.95,7,Japan,SUP-NIS-G1W,12,16.64,FALSE,6/23/2018,Budget,6-Nov-24
BRK-2101-9897,Koyo Rear Drum-to-Disc Conversion (Honda Civic Type R (EK9)),Koyo,Brakes & Rotors,Honda Civic Type R (EK9),1997–2000,1472.79,2067.9,9,Japan,SUP-KOY-X0G,12,4.58,FALSE,1/19/2021,Premium,4/24/2024
EXH-2112-2664,Cusco Air Box (Honda Civic Type R (FK8)),Cusco,Exhaust & Intake,Honda Civic Type R (FK8),2017–2021,445.11,558.84,23,Japan,SUP-CUS-A26,6,15.98,FALSE,12/30/2021,Standard,20-Jan-24
ENG-2310-2475,TEIN Oil Cooler Kit (Mitsubishi Lancer Evolution VIII/IX),TEIN,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,2430.75,3452.03,13,Japan,SUP-TEI-P0G,6,16.39,FALSE,10/27/2023,Budget,20240226
EXH-1903-2596,Fujitsubo Resonated Mid-Pipe (Nissan Skyline R34 GT-R),Fujitsubo,Exhaust & Intake,Nissan Skyline R34 GT-R,1999–2002,978.93,1368.3,18,Japan,SUP-FUJ-9XH,0,13.46,FALSE,3/12/2019,Standard,7/16/2024
EXT-2102-2909,GReddy Rear Diffuser (Mazda RX-7 FD3S),GReddy,Exterior & Aerodynamics,Mazda RX-7 FD3S,1992–2002,454.7,640.44,7,Japan,SUP-GRE-T9M,12,3.55,FALSE,2/13/2021,Standard,25-Jul-24
EXT-1905-3503,Apexi Widebody Fender Kit (Nissan Skyline R34 GT-R),Apexi,Exterior & Aerodynamics,Nissan Skyline R34 GT-R,1999–2002,1327.81,1875.7,13,Japan,SUP-APE-9WY,12,1.85,FALSE,5/4/2019,Standard,20-Feb-24
ENG-2509-6673,Fujitsubo Oil Cooler Kit (Nissan Skyline R33 GT-R),Fujitsubo,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1541.44,2380.35,155,Japan,SUP-FUJ-H9I,6,22.62,FALSE,9/4/2025,Standard,20240907
BRK-2301-3119,HKS Brake Cooling Ducts (Mazda RX-7 FD3S),HKS,Brakes & Rotors,Mazda RX-7 FD3S,1992–2002,1105.04,1459.97,5,Japan,SUP-HKS-W2A,12,2.95,FALSE,1/30/2023,Standard,1/24/2024
