Effective_Month,Customer_Category,Min_Discount,Max_Discount,Standard_Discount,Promo_Discount,Seasonal_Event,Date_Approved,Remarks,Discount_Percent
2016-12,Retail Enthusiast,0,0.06,0.027,,,11/23/2016,Inventory clearance,-5
2016-12,Retail Enthusiast,0.055,0.144,0.093,,,11/26/2016,Inventory clearance,—
2016-12,Retail Enthusiast,0.132,0.264,0.216,,,11/26/2016,Inventory clearance,0.1
2016-12,Retail Enthusiast,0.165,0.336,0.228,0.393,Year-End Clearance,11/22/2016,Aligned with supplier rebate,0.1
2016-12,Workshop / Garage,0,0.055,0.028,,,11/28/2016,Aligned with supplier rebate,0.1
2016-12,Workshop / Garage,0.05,0.132,0.09,,,11/30/2016,Aligned with supplier rebate,0.1
2016-12,Workshop / Garage,0.12,0.242,0.196,,,11/29/2016,Quarterly adjustment,0.1
2016-12,Workshop / Garage,0.15,0.308,0.238,0.323,Year-End Clearance,11/25/2016,Aligned with supplier rebate,10
2016-12,Dealer / Reseller,0,0.05,0.025,,,11/29/2016,Quarterly adjustment,0.1
2016-12,Dealer / Reseller,0.045,0.12,0.081,,,11/26/2016,Aligned with supplier rebate,0.1
2016-12,Dealer / Reseller,0.108,0.22,0.156,,,11/29/2016,,0.1
2016-12,Dealer / Reseller,0.135,0.28,0.198,0.311,Year-End Clearance,11/23/2016,Inventory clearance,120
2016-12,Motorsport Team,0,0.048,0.024,,,11/27/2016,Inventory clearance,0.1
2016-12,Motorsport Team,0.043,0.114,0.078,,,11/27/2016,,—
2016-12,Motorsport Team,0.102,0.209,0.167,,,11/25/2016,Aligned with supplier rebate,0.1
2016-12,Motorsport Team,0.128,0.266,0.203,0.286,Year-End Clearance,11/22/2016,Aligned with supplier rebate,0.1
2016-12,Distributor / Importer,0,0.045,0.021,,,11/30/2016,Quarterly adjustment,0.1
2016-12,Distributor / Importer,0.04,0.108,0.071,,,11/22/2016,FX hedged; stable pricing,0
2016-12,Distributor / Importer,0.096,0.198,0.142,,,11/28/2016,Inventory clearance,0.1
2016-12,Distributor / Importer,0.12,0.252,0.168,0.276,Year-End Clearance,11/27/2016,Aligned with supplier rebate,0.1
2017-01,Retail Enthusiast,0,0.06,0.028,,,12/25/2016,Aligned with supplier rebate,"0,1"
2017-01,Retail Enthusiast,0.055,0.144,0.105,,,12/29/2016,FX hedged; stable pricing,0.1
2017-01,Retail Enthusiast,0.132,0.264,0.191,,,12/26/2016,Quarterly adjustment,0.1
2017-01,Retail Enthusiast,0.165,0.336,0.262,0.366,New Year Clearance,12/28/2016,Quarterly adjustment,0.1
2017-01,Workshop / Garage,0,0.055,0.027,,,12/29/2016,Quarterly adjustment,0.1
2017-01,Workshop / Garage,0.05,0.132,0.088,,,12/31/2016,Quarterly adjustment,0.1
2017-01,Workshop / Garage,0.12,0.242,0.197,,,12/24/2016,,—
2017-01,Workshop / Garage,0.15,0.308,0.212,0.329,New Year Clearance,12/24/2016,FX hedged; stable pricing,fifteen
2017-01,Dealer / Reseller,0,0.05,0.025,,,12/26/2016,Inventory clearance,0.1
2017-01,Dealer / Reseller,0.045,0.12,0.076,,,12/23/2016,Inventory clearance,0.1
2017-01,Dealer / Reseller,0.108,0.22,0.168,,,12/25/2016,Inventory clearance,0.1
2017-01,Dealer / Reseller,0.135,0.28,0.214,0.301,New Year Clearance,12/26/2016,Aligned with supplier rebate,0.1
2017-01,Motorsport Team,0,0.048,0.026,,,12/27/2016,,"0,1"
2017-01,Motorsport Team,0.043,0.114,0.084,,,12/26/2016,,0.1
2017-01,Motorsport Team,0.102,0.209,0.156,,,12/29/2016,,0.1
2017-01,Motorsport Team,0.128,0.266,0.183,0.305,New Year Clearance,12/23/2016,Aligned with supplier rebate,0.1
2017-01,Distributor / Importer,0,0.045,0.024,,,12/29/2016,Quarterly adjustment,0.1
2017-01,Distributor / Importer,0.04,0.108,0.075,,,12/31/2016,Inventory clearance,—
2017-01,Distributor / Importer,0.096,0.198,0.148,,,12/25/2016,Inventory clearance,0.1
2017-01,Distributor / Importer,0.12,0.252,0.193,0.3,New Year Clearance,12/24/2016,FX hedged; stable pricing,10.00%
2017-02,Retail Enthusiast,0,0.06,0.029,,,1/24/2017,,"0,1"
2017-02,Retail Enthusiast,0.055,0.144,0.094,,,1/29/2017,Aligned with supplier rebate,0.1
2017-02,Retail Enthusiast,0.132,0.264,0.208,,,1/31/2017,FX hedged; stable pricing,0.1
2017-02,Retail Enthusiast,0.165,0.336,0.254,,,1/24/2017,Quarterly adjustment,0.1
2017-02,Workshop / Garage,0,0.055,0.029,,,1/29/2017,,0.1
2017-02,Workshop / Garage,0.05,0.132,0.097,,,1/29/2017,Aligned with supplier rebate,0.1
2017-02,Workshop / Garage,0.12,0.242,0.199,,,1/26/2017,,0.1
2017-02,Workshop / Garage,0.15,0.308,0.227,,,1/30/2017,FX hedged; stable pricing,0.1
2017-02,Dealer / Reseller,0,0.05,0.025,,,1/30/2017,Inventory clearance,0.1
2017-02,Dealer / Reseller,0.045,0.12,0.085,,,1/29/2017,Quarterly adjustment,0.1
2017-02,Dealer / Reseller,0.108,0.22,0.154,,,1/25/2017,Inventory clearance,0.1
2017-02,Dealer / Reseller,0.135,0.28,0.226,,,1/27/2017,,"0,1"
2017-02,Motorsport Team,0,0.048,0.022,,,1/29/2017,FX hedged; stable pricing,0.1
2017-02,Motorsport Team,0.043,0.114,0.082,,,1/31/2017,FX hedged; stable pricing,0.1
2017-02,Motorsport Team,0.102,0.209,0.16,,,1/29/2017,Aligned with supplier rebate,0.1
2017-02,Motorsport Team,0.128,0.266,0.179,,,1/24/2017,Aligned with supplier rebate,-5
2017-02,Distributor / Importer,0,0.045,0.023,,,1/26/2017,FX hedged; stable pricing,0.1
2017-02,Distributor / Importer,0.04,0.108,0.068,,,1/23/2017,Inventory clearance,—
2017-02,Distributor / Importer,0.096,0.198,0.15,,,1/23/2017,,—
2017-02,Distributor / Importer,0.12,0.252,0.179,,,1/28/2017,Inventory clearance,10
2017-03,Retail Enthusiast,0,0.06,0.033,,,2/21/2017,Inventory clearance,0.1
2017-03,Retail Enthusiast,0.055,0.144,0.091,,,2/20/2017,Aligned with supplier rebate,10.00%
2017-03,Retail Enthusiast,0.132,0.264,0.192,,,2/24/2017,Aligned with supplier rebate,0.1
2017-03,Retail Enthusiast,0.165,0.336,0.262,,,2/28/2017,Inventory clearance,0.1
2017-03,Workshop / Garage,0,0.055,0.025,,,2/20/2017,Quarterly adjustment,0.1
2017-03,Workshop / Garage,0.05,0.132,0.086,,,2/24/2017,Aligned with supplier rebate,10.00%
2017-03,Workshop / Garage,0.12,0.242,0.18,,,2/28/2017,Quarterly adjustment,120
2017-03,Workshop / Garage,0.15,0.308,0.225,,,2/24/2017,FX hedged; stable pricing,—
2017-03,Dealer / Reseller,0,0.05,0.027,,,2/23/2017,Inventory clearance,0.1
2017-03,Dealer / Reseller,0.045,0.12,0.089,,,2/24/2017,FX hedged; stable pricing,0.1
2017-03,Dealer / Reseller,0.108,0.22,0.15,,,2/25/2017,Inventory clearance,0.1
2017-03,Dealer / Reseller,0.135,0.28,0.221,,,2/28/2017,Aligned with supplier rebate,—
2017-03,Motorsport Team,0,0.048,0.024,,,2/28/2017,,0.1
2017-03,Motorsport Team,0.043,0.114,0.073,,,2/28/2017,FX hedged; stable pricing,10.00%
2017-03,Motorsport Team,0.102,0.209,0.148,,,2/26/2017,Aligned with supplier rebate,0.1
2017-03,Motorsport Team,0.128,0.266,0.198,,,2/25/2017,,0.1
2017-03,Distributor / Importer,0,0.045,0.022,,,2/25/2017,Inventory clearance,0.1
2017-03,Distributor / Importer,0.04,0.108,0.079,,,2/22/2017,Inventory clearance,10
2017-03,Distributor / Importer,0.096,0.198,0.151,,,2/25/2017,Quarterly adjustment,fifteen
2017-03,Distributor / Importer,0.12,0.252,0.201,,,2/20/2017,Aligned with supplier rebate,0.1
2017-04,Retail Enthusiast,0,0.06,0.029,,,3/30/2017,,0.1
2017-04,Retail Enthusiast,0.055,0.144,0.096,,,3/28/2017,Inventory clearance,0
2017-04,Retail Enthusiast,0.132,0.264,0.184,,,3/24/2017,Inventory clearance,0.1
2017-04,Retail Enthusiast,0.165,0.336,0.275,,,3/23/2017,Aligned with supplier rebate,0.1
2017-04,Workshop / Garage,0,0.055,0.027,,,3/26/2017,Aligned with supplier rebate,10
2017-04,Workshop / Garage,0.05,0.132,0.094,,,3/24/2017,,0.1
2017-04,Workshop / Garage,0.12,0.242,0.193,,,3/24/2017,,0.1
2017-04,Workshop / Garage,0.15,0.308,0.211,,,3/29/2017,Aligned with supplier rebate,0.1
2017-04,Dealer / Reseller,0,0.05,0.024,,,3/31/2017,Aligned with supplier rebate,0.1
2017-04,Dealer / Reseller,0.045,0.12,0.085,,,3/23/2017,Quarterly adjustment,0.1
2017-04,Dealer / Reseller,0.108,0.22,0.164,,,3/31/2017,,0.1
2017-04,Dealer / Reseller,0.135,0.28,0.187,,,3/23/2017,Aligned with supplier rebate,10
2017-04,Motorsport Team,0,0.048,0.023,,,3/24/2017,Quarterly adjustment,0.1
2017-04,Motorsport Team,0.043,0.114,0.079,,,3/26/2017,Quarterly adjustment,0.1
2017-04,Motorsport Team,0.102,0.209,0.142,,,3/25/2017,Aligned with supplier rebate,0.1
2017-04,Motorsport Team,0.128,0.266,0.207,,,3/26/2017,Inventory clearance,0.1
2017-04,Distributor / Importer,0,0.045,0.023,,,3/30/2017,Aligned with supplier rebate,0.1
2017-04,Distributor / Importer,0.04,0.108,0.071,,,3/29/2017,Inventory clearance,0.1
2017-04,Distributor / Importer,0.096,0.198,0.153,,,3/25/2017,Aligned with supplier rebate,fifteen
2017-04,Distributor / Importer,0.12,0.252,0.186,,,3/29/2017,Aligned with supplier rebate,0.1
2017-05,Retail Enthusiast,0,0.06,0.032,,,4/27/2017,FX hedged; stable pricing,0.1
2017-05,Retail Enthusiast,0.055,0.144,0.092,,,4/22/2017,FX hedged; stable pricing,fifteen
2017-05,Retail Enthusiast,0.132,0.264,0.201,,,4/29/2017,,0.1
2017-05,Retail Enthusiast,0.165,0.336,0.245,0.381,Golden Week Promo,4/27/2017,Quarterly adjustment,0.1
2017-05,Workshop / Garage,0,0.055,0.026,,,4/26/2017,Quarterly adjustment,0.1
2017-05,Workshop / Garage,0.05,0.132,0.085,,,4/23/2017,,0.1
2017-05,Workshop / Garage,0.12,0.242,0.183,,,4/29/2017,FX hedged; stable pricing,0.1
2017-05,Workshop / Garage,0.15,0.308,0.242,0.345,Golden Week Promo,4/22/2017,FX hedged; stable pricing,0.1
2017-05,Dealer / Reseller,0,0.05,0.024,,,4/23/2017,Quarterly adjustment,—
2017-05,Dealer / Reseller,0.045,0.12,0.09,,,4/27/2017,FX hedged; stable pricing,0.1
2017-05,Dealer / Reseller,0.108,0.22,0.154,,,4/29/2017,FX hedged; stable pricing,0.1
2017-05,Dealer / Reseller,0.135,0.28,0.19,0.323,Golden Week Promo,4/26/2017,Quarterly adjustment,0.1
2017-05,Motorsport Team,0,0.048,0.023,,,4/24/2017,Aligned with supplier rebate,0
2017-05,Motorsport Team,0.043,0.114,0.075,,,4/24/2017,,-5
2017-05,Motorsport Team,0.102,0.209,0.165,,,4/30/2017,FX hedged; stable pricing,0
2017-05,Motorsport Team,0.128,0.266,0.19,0.285,Golden Week Promo,4/24/2017,Inventory clearance,0.1
2017-05,Distributor / Importer,0,0.045,0.023,,,4/26/2017,FX hedged; stable pricing,10
2017-05,Distributor / Importer,0.04,0.108,0.075,,,4/27/2017,Inventory clearance,0.1
2017-05,Distributor / Importer,0.096,0.198,0.143,,,4/30/2017,,—
2017-05,Distributor / Importer,0.12,0.252,0.184,0.275,Golden Week Promo,4/28/2017,Quarterly adjustment,0.1
2017-06,Retail Enthusiast,0,0.06,0.029,,,5/23/2017,Inventory clearance,0.1
2017-06,Retail Enthusiast,0.055,0.144,0.107,,,5/27/2017,Quarterly adjustment,0
2017-06,Retail Enthusiast,0.132,0.264,0.216,,,5/26/2017,Inventory clearance,0.1
2017-06,Retail Enthusiast,0.165,0.336,0.275,,,5/31/2017,Aligned with supplier rebate,fifteen
2017-06,Workshop / Garage,0,0.055,0.029,,,5/25/2017,FX hedged; stable pricing,0.1
2017-06,Workshop / Garage,0.05,0.132,0.093,,,5/24/2017,FX hedged; stable pricing,0.1
2017-06,Workshop / Garage,0.12,0.242,0.163,,,5/31/2017,,fifteen
2017-06,Workshop / Garage,0.15,0.308,0.235,,,5/26/2017,Aligned with supplier rebate,0.1
2017-06,Dealer / Reseller,0,0.05,0.027,,,5/31/2017,Inventory clearance,0.1
2017-06,Dealer / Reseller,0.045,0.12,0.083,,,5/24/2017,Aligned with supplier rebate,0.1
2017-06,Dealer / Reseller,0.108,0.22,0.15,,,5/23/2017,Quarterly adjustment,0.1
2017-06,Dealer / Reseller,0.135,0.28,0.217,,,5/29/2017,FX hedged; stable pricing,0.1
2017-06,Motorsport Team,0,0.048,0.023,,,5/27/2017,Inventory clearance,0.1
2017-06,Motorsport Team,0.043,0.114,0.079,,,5/30/2017,,0.1
2017-06,Motorsport Team,0.102,0.209,0.153,,,5/25/2017,Inventory clearance,0
2017-06,Motorsport Team,0.128,0.266,0.214,,,5/30/2017,FX hedged; stable pricing,0.1
2017-06,Distributor / Importer,0,0.045,0.022,,,5/27/2017,Aligned with supplier rebate,0.1
2017-06,Distributor / Importer,0.04,0.108,0.076,,,5/31/2017,FX hedged; stable pricing,fifteen
2017-06,Distributor / Importer,0.096,0.198,0.159,,,5/28/2017,Aligned with supplier rebate,0.1
2017-06,Distributor / Importer,0.12,0.252,0.19,,,5/26/2017,FX hedged; stable pricing,0.1
2017-07,Retail Enthusiast,0,0.06,0.033,,,6/22/2017,FX hedged; stable pricing,0.1
2017-07,Retail Enthusiast,0.055,0.144,0.107,,,6/25/2017,,0.1
2017-07,Retail Enthusiast,0.132,0.264,0.181,,,6/26/2017,FX hedged; stable pricing,0.1
2017-07,Retail Enthusiast,0.165,0.336,0.255,,,6/28/2017,Quarterly adjustment,fifteen
2017-07,Workshop / Garage,0,0.055,0.026,,,6/26/2017,Aligned with supplier rebate,0.1
2017-07,Workshop / Garage,0.05,0.132,0.09,,,6/24/2017,Quarterly adjustment,0.1
2017-07,Workshop / Garage,0.12,0.242,0.167,,,6/28/2017,FX hedged; stable pricing,0.1
2017-07,Workshop / Garage,0.15,0.308,0.212,,,6/25/2017,Inventory clearance,0.1
2017-07,Dealer / Reseller,0,0.05,0.027,,,6/26/2017,,0.1
2017-07,Dealer / Reseller,0.045,0.12,0.076,,,6/29/2017,,0.1
2017-07,Dealer / Reseller,0.108,0.22,0.18,,,6/30/2017,FX hedged; stable pricing,-5
2017-07,Dealer / Reseller,0.135,0.28,0.199,,,6/26/2017,,0.1
2017-07,Motorsport Team,0,0.048,0.025,,,6/27/2017,Aligned with supplier rebate,0
2017-07,Motorsport Team,0.043,0.114,0.073,,,6/30/2017,Quarterly adjustment,fifteen
2017-07,Motorsport Team,0.102,0.209,0.152,,,6/29/2017,,fifteen
2017-07,Motorsport Team,0.128,0.266,0.21,,,6/27/2017,FX hedged; stable pricing,0.1
2017-07,Distributor / Importer,0,0.045,0.021,,,6/22/2017,Aligned with supplier rebate,0.1
2017-07,Distributor / Importer,0.04,0.108,0.08,,,6/30/2017,,0.1
2017-07,Distributor / Importer,0.096,0.198,0.149,,,6/25/2017,Aligned with supplier rebate,0.1
2017-07,Distributor / Importer,0.12,0.252,0.201,,,6/23/2017,Inventory clearance,0.1
2017-08,Retail Enthusiast,0,0.06,0.031,,,7/27/2017,FX hedged; stable pricing,0.1
2017-08,Retail Enthusiast,0.055,0.144,0.109,,,7/31/2017,,0.1
2017-08,Retail Enthusiast,0.132,0.264,0.204,,,7/25/2017,Quarterly adjustment,"0,1"
2017-08,Retail Enthusiast,0.165,0.336,0.252,0.356,Summer Tuning Sale,7/27/2017,Quarterly adjustment,0.1
2017-08,Workshop / Garage,0,0.055,0.026,,,7/31/2017,Inventory clearance,0.1
2017-08,Workshop / Garage,0.05,0.132,0.085,,,7/24/2017,Aligned with supplier rebate,0.1
2017-08,Workshop / Garage,0.12,0.242,0.191,,,7/24/2017,FX hedged; stable pricing,0.1
2017-08,Workshop / Garage,0.15,0.308,0.23,0.358,Summer Tuning Sale,7/29/2017,Quarterly adjustment,10
2017-08,Dealer / Reseller,0,0.05,0.024,,,7/26/2017,Quarterly adjustment,0.1
2017-08,Dealer / Reseller,0.045,0.12,0.083,,,7/25/2017,,0.1
2017-08,Dealer / Reseller,0.108,0.22,0.176,,,7/23/2017,Inventory clearance,0.1
2017-08,Dealer / Reseller,0.135,0.28,0.222,0.304,Summer Tuning Sale,7/30/2017,Quarterly adjustment,0.1
2017-08,Motorsport Team,0,0.048,0.026,,,7/27/2017,Inventory clearance,0.1
2017-08,Motorsport Team,0.043,0.114,0.086,,,7/24/2017,Inventory clearance,fifteen
2017-08,Motorsport Team,0.102,0.209,0.163,,,7/27/2017,Inventory clearance,0.1
2017-08,Motorsport Team,0.128,0.266,0.186,0.306,Summer Tuning Sale,7/25/2017,Inventory clearance,0.1
2017-08,Distributor / Importer,0,0.045,0.024,,,7/28/2017,Inventory clearance,0.1
2017-08,Distributor / Importer,0.04,0.108,0.079,,,7/29/2017,Aligned with supplier rebate,0.1
2017-08,Distributor / Importer,0.096,0.198,0.133,,,7/25/2017,FX hedged; stable pricing,0.1
2017-08,Distributor / Importer,0.12,0.252,0.18,0.302,Summer Tuning Sale,7/31/2017,Quarterly adjustment,0.1
2017-09,Retail Enthusiast,0,0.06,0.033,,,8/30/2017,FX hedged; stable pricing,0.1
2017-09,Retail Enthusiast,0.055,0.144,0.101,,,8/23/2017,Aligned with supplier rebate,0.1
2017-09,Retail Enthusiast,0.132,0.264,0.193,,,8/25/2017,FX hedged; stable pricing,0.1
2017-09,Retail Enthusiast,0.165,0.336,0.273,,,8/25/2017,,0.1
2017-09,Workshop / Garage,0,0.055,0.026,,,8/27/2017,Aligned with supplier rebate,0.1
2017-09,Workshop / Garage,0.05,0.132,0.082,,,8/23/2017,FX hedged; stable pricing,10.00%
2017-09,Workshop / Garage,0.12,0.242,0.184,,,8/23/2017,Inventory clearance,0.1
2017-09,Workshop / Garage,0.15,0.308,0.219,,,8/28/2017,Quarterly adjustment,fifteen
2017-09,Dealer / Reseller,0,0.05,0.025,,,8/23/2017,,0.1
2017-09,Dealer / Reseller,0.045,0.12,0.083,,,8/23/2017,Inventory clearance,0.1
2017-09,Dealer / Reseller,0.108,0.22,0.177,,,8/24/2017,Aligned with supplier rebate,"0,1"
2017-09,Dealer / Reseller,0.135,0.28,0.193,,,8/31/2017,Quarterly adjustment,"0,1"
2017-09,Motorsport Team,0,0.048,0.023,,,8/28/2017,Aligned with supplier rebate,10.00%
2017-09,Motorsport Team,0.043,0.114,0.073,,,8/25/2017,Inventory clearance,0.1
2017-09,Motorsport Team,0.102,0.209,0.141,,,8/26/2017,FX hedged; stable pricing,0.1
2017-09,Motorsport Team,0.128,0.266,0.201,,,8/27/2017,Aligned with supplier rebate,0.1
2017-09,Distributor / Importer,0,0.045,0.021,,,8/25/2017,Quarterly adjustment,0.1
2017-09,Distributor / Importer,0.04,0.108,0.077,,,8/23/2017,Inventory clearance,10.00%
2017-09,Distributor / Importer,0.096,0.198,0.16,,,8/26/2017,Inventory clearance,0.1
2017-09,Distributor / Importer,0.12,0.252,0.177,,,8/29/2017,Inventory clearance,0.1
2017-10,Retail Enthusiast,0,0.06,0.028,,,9/27/2017,,0.1
2017-10,Retail Enthusiast,0.055,0.144,0.093,,,9/27/2017,FX hedged; stable pricing,0.1
2017-10,Retail Enthusiast,0.132,0.264,0.184,,,9/29/2017,FX hedged; stable pricing,0.1
2017-10,Retail Enthusiast,0.165,0.336,0.249,,,9/23/2017,Aligned with supplier rebate,10.00%
2017-10,Workshop / Garage,0,0.055,0.029,,,9/30/2017,Quarterly adjustment,0.1
2017-10,Workshop / Garage,0.05,0.132,0.085,,,9/29/2017,Aligned with supplier rebate,10
2017-10,Workshop / Garage,0.12,0.242,0.167,,,9/25/2017,Quarterly adjustment,0.1
2017-10,Workshop / Garage,0.15,0.308,0.245,,,9/27/2017,,0.1
2017-10,Dealer / Reseller,0,0.05,0.026,,,9/28/2017,Aligned with supplier rebate,0.1
2017-10,Dealer / Reseller,0.045,0.12,0.076,,,9/29/2017,FX hedged; stable pricing,0.1
2017-10,Dealer / Reseller,0.108,0.22,0.18,,,9/30/2017,FX hedged; stable pricing,0
2017-10,Dealer / Reseller,0.135,0.28,0.221,,,9/30/2017,Inventory clearance,"0,1"
2017-10,Motorsport Team,0,0.048,0.025,,,9/22/2017,FX hedged; stable pricing,0.1
2017-10,Motorsport Team,0.043,0.114,0.073,,,9/24/2017,Inventory clearance,"0,1"
2017-10,Motorsport Team,0.102,0.209,0.163,,,9/23/2017,Quarterly adjustment,0.1
2017-10,Motorsport Team,0.128,0.266,0.19,,,9/29/2017,,0.1
2017-10,Distributor / Importer,0,0.045,0.024,,,9/22/2017,Quarterly adjustment,0.1
2017-10,Distributor / Importer,0.04,0.108,0.072,,,9/29/2017,Aligned with supplier rebate,0
2017-10,Distributor / Importer,0.096,0.198,0.137,,,9/26/2017,Quarterly adjustment,0.1
2017-10,Distributor / Importer,0.12,0.252,0.19,,,9/24/2017,,-5
2017-11,Retail Enthusiast,0,0.06,0.03,,,10/26/2017,Quarterly adjustment,0.1
2017-11,Retail Enthusiast,0.055,0.144,0.103,,,10/25/2017,Inventory clearance,0.1
2017-11,Retail Enthusiast,0.132,0.264,0.218,,,10/26/2017,Inventory clearance,0.1
2017-11,Retail Enthusiast,0.165,0.336,0.273,0.366,Black Friday Sale,10/29/2017,,0.1
2017-11,Workshop / Garage,0,0.055,0.03,,,10/29/2017,Quarterly adjustment,0.1
2017-11,Workshop / Garage,0.05,0.132,0.095,,,10/23/2017,,—
2017-11,Workshop / Garage,0.12,0.242,0.182,,,10/26/2017,Quarterly adjustment,10
2017-11,Workshop / Garage,0.15,0.308,0.207,0.334,Black Friday Sale,10/27/2017,Quarterly adjustment,"0,1"
2017-11,Dealer / Reseller,0,0.05,0.024,,,10/29/2017,,0.1
2017-11,Dealer / Reseller,0.045,0.12,0.089,,,10/26/2017,Quarterly adjustment,fifteen
2017-11,Dealer / Reseller,0.108,0.22,0.176,,,10/28/2017,Aligned with supplier rebate,0.1
2017-11,Dealer / Reseller,0.135,0.28,0.223,0.327,Black Friday Sale,10/23/2017,Quarterly adjustment,0.1
2017-11,Motorsport Team,0,0.048,0.025,,,10/27/2017,,fifteen
2017-11,Motorsport Team,0.043,0.114,0.071,,,10/29/2017,Quarterly adjustment,0.1
2017-11,Motorsport Team,0.102,0.209,0.155,,,10/31/2017,Quarterly adjustment,0.1
2017-11,Motorsport Team,0.128,0.266,0.205,0.313,Black Friday Sale,10/24/2017,Inventory clearance,0.1
2017-11,Distributor / Importer,0,0.045,0.024,,,10/30/2017,Aligned with supplier rebate,—
2017-11,Distributor / Importer,0.04,0.108,0.074,,,10/31/2017,,—
2017-11,Distributor / Importer,0.096,0.198,0.147,,,10/27/2017,Inventory clearance,0.1
2017-11,Distributor / Importer,0.12,0.252,0.197,0.27,Black Friday Sale,10/26/2017,FX hedged; stable pricing,—
2017-12,Retail Enthusiast,0,0.06,0.029,,,11/24/2017,Inventory clearance,10
2017-12,Retail Enthusiast,0.055,0.144,0.106,,,11/29/2017,,"0,1"
2017-12,Retail Enthusiast,0.132,0.264,0.212,,,11/26/2017,FX hedged; stable pricing,0.1
2017-12,Retail Enthusiast,0.165,0.336,0.263,0.387,Year-End Clearance,11/28/2017,Aligned with supplier rebate,10.00%
2017-12,Workshop / Garage,0,0.055,0.03,,,11/29/2017,Aligned with supplier rebate,0.1
2017-12,Workshop / Garage,0.05,0.132,0.089,,,11/29/2017,,fifteen
2017-12,Workshop / Garage,0.12,0.242,0.189,,,11/29/2017,FX hedged; stable pricing,"0,1"
2017-12,Workshop / Garage,0.15,0.308,0.24,0.365,Year-End Clearance,11/27/2017,Inventory clearance,0.1
2017-12,Dealer / Reseller,0,0.05,0.024,,,11/24/2017,Inventory clearance,0.1
2017-12,Dealer / Reseller,0.045,0.12,0.076,,,11/28/2017,FX hedged; stable pricing,0.1
2017-12,Dealer / Reseller,0.108,0.22,0.155,,,11/29/2017,Aligned with supplier rebate,0.1
2017-12,Dealer / Reseller,0.135,0.28,0.202,0.32,Year-End Clearance,11/28/2017,FX hedged; stable pricing,10.00%
2017-12,Motorsport Team,0,0.048,0.025,,,11/25/2017,,—
2017-12,Motorsport Team,0.043,0.114,0.071,,,11/25/2017,Inventory clearance,0
2017-12,Motorsport Team,0.102,0.209,0.143,,,11/26/2017,FX hedged; stable pricing,0.1
2017-12,Motorsport Team,0.128,0.266,0.195,0.303,Year-End Clearance,11/27/2017,Quarterly adjustment,0.1
2017-12,Distributor / Importer,0,0.045,0.024,,,11/28/2017,Inventory clearance,0.1
2017-12,Distributor / Importer,0.04,0.108,0.073,,,11/26/2017,FX hedged; stable pricing,0.1
2017-12,Distributor / Importer,0.096,0.198,0.137,,,11/27/2017,,0.1
2017-12,Distributor / Importer,0.12,0.252,0.197,0.286,Year-End Clearance,11/22/2017,FX hedged; stable pricing,0.1
2018-01,Retail Enthusiast,0,0.06,0.028,,,12/29/2017,,0.1
2018-01,Retail Enthusiast,0.055,0.144,0.109,,,12/26/2017,Quarterly adjustment,—
2018-01,Retail Enthusiast,0.132,0.264,0.198,,,12/23/2017,Quarterly adjustment,"0,1"
2018-01,Retail Enthusiast,0.165,0.336,0.257,0.364,New Year Clearance,12/25/2017,Aligned with supplier rebate,0.1
2018-01,Workshop / Garage,0,0.055,0.026,,,12/25/2017,Inventory clearance,0
2018-01,Workshop / Garage,0.05,0.132,0.1,,,12/26/2017,,0.1
2018-01,Workshop / Garage,0.12,0.242,0.172,,,12/25/2017,Aligned with supplier rebate,0.1
2018-01,Workshop / Garage,0.15,0.308,0.221,0.334,New Year Clearance,12/28/2017,Quarterly adjustment,0.1
2018-01,Dealer / Reseller,0,0.05,0.027,,,12/24/2017,Quarterly adjustment,0.1
2018-01,Dealer / Reseller,0.045,0.12,0.078,,,12/23/2017,Inventory clearance,0.1
2018-01,Dealer / Reseller,0.108,0.22,0.179,,,12/30/2017,Aligned with supplier rebate,120
2018-01,Dealer / Reseller,0.135,0.28,0.223,0.3,New Year Clearance,12/26/2017,Quarterly adjustment,0.1
2018-01,Motorsport Team,0,0.048,0.023,,,12/26/2017,,0.1
2018-01,Motorsport Team,0.043,0.114,0.073,,,12/25/2017,Aligned with supplier rebate,0
2018-01,Motorsport Team,0.102,0.209,0.168,,,12/25/2017,,0.1
2018-01,Motorsport Team,0.128,0.266,0.189,0.317,New Year Clearance,12/28/2017,,0.1
2018-01,Distributor / Importer,0,0.045,0.023,,,12/24/2017,FX hedged; stable pricing,0.1
2018-01,Distributor / Importer,0.04,0.108,0.071,,,12/29/2017,FX hedged; stable pricing,0.1
2018-01,Distributor / Importer,0.096,0.198,0.151,,,12/23/2017,Aligned with supplier rebate,0.1
2018-01,Distributor / Importer,0.12,0.252,0.194,0.286,New Year Clearance,12/31/2017,Aligned with supplier rebate,0.1
2018-02,Retail Enthusiast,0,0.06,0.029,,,1/25/2018,FX hedged; stable pricing,0.1
2018-02,Retail Enthusiast,0.055,0.144,0.099,,,1/25/2018,,0.1
2018-02,Retail Enthusiast,0.132,0.264,0.202,,,1/23/2018,Inventory clearance,0
2018-02,Retail Enthusiast,0.165,0.336,0.241,,,1/27/2018,Inventory clearance,0.1
2018-02,Workshop / Garage,0,0.055,0.03,,,1/27/2018,,—
2018-02,Workshop / Garage,0.05,0.132,0.099,,,1/25/2018,,10.00%
